case,kind,payoff,strikeBps,replications,ordinaryMean,pairedMean,ordinaryVariance,pairedVariance,varianceRatio,varianceRatioCI95,ordinaryGas,pairedGas,varianceTimesGasGain,ordinaryReportedSeRms,pairedReportedSeRms,ordinarySpreadOverReported,pairedSpreadOverReported,pairedMinusOrdinaryMean,differenceSe,meanDifferenceZ,ordinaryZeroSeCount,pairedZeroSeCount,sourceSha256
TSLA,recorded feed,put,9800,256,0.17949048416586721,0.17215164235232558,0.009751245743538514,0.007176810600384834,1.3587157703472952,"[0.9941038452154417, 1.9638442888939922]",37324023,25899608,1.9580504331534734,0.09538841235879646,0.08607377561510401,1.035224234421222,0.9842261256353814,-0.007338841813541664,0.006040862273826144,-1.214866600309596,0,0,d6ffd8194379db8eab8d90862b4a87a568cffd647466a25360834d0d85ca1594
TSLA,recorded feed,put,10000,256,1.9177467555051728,1.8919060262652099,0.08076944071102715,0.038307092178210905,2.108472246738917,"[1.6674712412245263, 2.7022523057831633]",37324023,25899608,3.038527325670142,0.2628460403296715,0.19593995282795537,1.0812399875964396,0.9988875362739518,-0.025840729239962855,0.0170550280125714,-1.5151384812100834,0,0,d6ffd8194379db8eab8d90862b4a87a568cffd647466a25360834d0d85ca1594
TSLA,recorded feed,put,10200,256,7.490240917698402,7.464777956952352,0.18273269017695953,0.006995736455398288,26.120579490377043,"[19.80171923611232, 34.43302314865122]",37324023,25899608,37.642465850145726,0.4051501732162158,0.08565078275200606,1.055096287803293,0.9765295369479091,-0.025462960746049125,0.026952581827254418,-0.9447317852236705,0,0,d6ffd8194379db8eab8d90862b4a87a568cffd647466a25360834d0d85ca1594
USO,recorded feed,call,9800,256,3.0989285780037927,3.103606178955999,0.01909555600486711,0.00015929712666410813,119.87382575413147,"[89.55924846229092, 159.04826250681262]",36956908,25532678,173.50964712763258,0.12998732072478994,0.012556720715433874,1.0630780763455143,1.0051427310082581,0.004677600952206195,0.008645024309125915,0.5410743550215811,0,0,324b6c28ad34569c40d7216aae3e2ef5635918174c2c088247482f5d8e2cf47a
USO,recorded feed,call,10000,256,0.5890871850679529,0.587323881581536,0.006276156623551388,0.0034995135329165296,1.7934368775881762,"[1.3791711526231225, 2.309607740737386]",36956908,25532678,2.5958844461530237,0.07851598089850263,0.05834119349878891,1.0089945624945234,1.013977992961338,-0.0017633034864168375,0.0050839171510501,-0.34683954006855156,0,0,324b6c28ad34569c40d7216aae3e2ef5635918174c2c088247482f5d8e2cf47a
USO,recorded feed,call,10200,256,0.015501484334684377,0.01472465259273116,0.00015522260165494583,0.0001563705705884099,0.992658663780887,"[0.7651620530625428, 1.2878488357755726]",36956908,25532678,1.436809523574189,0.012834005344217173,0.012480877720879255,0.9707675783199425,1.0019184686499094,-0.0007768317419532168,0.0007803602891225009,-0.9954783101876546,12,14,324b6c28ad34569c40d7216aae3e2ef5635918174c2c088247482f5d8e2cf47a
USO,recorded feed,put,9800,256,0.013559094482088078,0.012879390585700354,0.0001423613865319906,0.0001286613675015299,1.1064812172954543,"[0.8583288277746445, 1.4671645124322228]",36956908,25532678,1.6015603436238106,0.011839392060245925,0.011310292542107357,1.0077822436952097,1.0028829394783751,-0.0006797038963877262,0.0007533254297175788,-0.9022712755661876,21,17,324b6c28ad34569c40d7216aae3e2ef5635918174c2c088247482f5d8e2cf47a
USO,recorded feed,put,10000,256,0.594570701546248,0.5874500932112373,0.007101004962743427,0.0033297610829726852,2.13258692915106,"[1.7280677235266004, 2.649426913791587]",36956908,25532678,3.086782316474529,0.07787158313077266,0.056875444440330804,1.0821336550459097,1.0145693382836243,-0.00712060833501078,0.0050288872440919065,-1.415941139538631,0,0,324b6c28ad34569c40d7216aae3e2ef5635918174c2c088247482f5d8e2cf47a
USO,recorded feed,put,10200,256,3.1118380008129796,3.1057038642224324,0.01896577374369442,0.00012785399184842938,148.33931635218948,"[111.4629079350479, 197.34120048405774]",36956908,25532678,214.7116125935071,0.12951886396866646,0.011319907165600477,1.0632912894623308,0.998882215441846,-0.006134136590547162,0.008605785642524809,-0.7127921662649614,0,0,324b6c28ad34569c40d7216aae3e2ef5635918174c2c088247482f5d8e2cf47a
CONSTANT,stress,call,9800,256,2.0074333657291614,2.010202287009432,0.009218417517026614,6.969653238274506e-05,132.26508122961997,"[101.08685163645164, 177.63816419413314]",37092148,25668972,191.1255335118635,0.09085725438542483,0.00833385074816412,1.056741050104846,1.0017511904552696,0.002768921280270474,0.005988566568067729,0.46236795546949966,0,0,a62d8da2b39ca869a5967a66f7e99b1264b97cbb3ebe5d1e297046db0c323c49
CONSTANT,stress,call,10000,256,0.4191884262343706,0.417986257474411,0.002908141838578589,0.001670210291101576,1.741183043879189,"[1.3595708276167549, 2.2395346011777746]",37092148,25668972,2.516042292564633,0.0544990896261537,0.039670996325789215,0.9895062565294641,1.0301784715614293,-0.001202168759959653,0.003525857546897588,-0.3409578362056756,0,0,a62d8da2b39ca869a5967a66f7e99b1264b97cbb3ebe5d1e297046db0c323c49
CONSTANT,stress,call,10200,256,0.012165812874453322,0.011825841259790974,5.954512732286002e-05,6.79829885518096e-05,0.8758827552495855,"[0.705226407313104, 1.0999907516439404]",37092148,25668972,1.2656670780725228,0.008498341413851944,0.00826904848503855,0.9080064626647383,0.9971134805994041,-0.00033997161466234755,0.0005144018238147232,-0.6609067054645558,5,5,a62d8da2b39ca869a5967a66f7e99b1264b97cbb3ebe5d1e297046db0c323c49
CONSTANT,stress,put,9800,256,0.010488865163003526,0.010288510300651931,5.686122079856892e-05,5.5270514971774314e-05,1.0287803692005937,"[0.8138138231082369, 1.311595408338081]",37092148,25668972,1.4866070099684188,0.007530732360705551,0.0074558793524537184,1.0013153563055097,0.9971210477639131,-0.00020035486235159283,0.0004759423009494164,-0.42096460422181875,9,6,a62d8da2b39ca869a5967a66f7e99b1264b97cbb3ebe5d1e297046db0c323c49
CONSTANT,stress,put,10000,256,0.4222439256682125,0.41807248076563075,0.0034296728416815603,0.0015838020100265185,2.1654681708758123,"[1.7449178949788935, 2.6767264218960354]",37092148,25668972,3.129142292235736,0.0539335611231131,0.038617273503576535,1.0858435361414747,1.030549452441761,-0.004171444902581726,0.003505274547525439,-1.1900479822690557,0,0,a62d8da2b39ca869a5967a66f7e99b1264b97cbb3ebe5d1e297046db0c323c49
CONSTANT,stress,put,10200,256,2.015221312308295,2.011912064551011,0.00914120416743281,5.465643737413142e-05,167.2484451348322,"[126.7833419742057, 221.27565772818085]",37092148,25668972,241.67715324599192,0.09047435946967708,0.007453618403715025,1.056759564821141,0.9918671460346979,-0.0033092477572844083,0.005998208891047008,-0.5517059871362312,0,0,a62d8da2b39ca869a5967a66f7e99b1264b97cbb3ebe5d1e297046db0c323c49
PERSISTENT,stress,call,9800,256,2.0206442812097576,2.0228210313307975,0.006621687650873278,0.0008195855194759065,8.079312644649448,"[5.620656108178582, 12.507283122471597]",36528607,25100057,11.757982717988662,0.07597510810993763,0.02885349393146338,1.0710580723339147,0.99219886977704,0.002176750121039641,0.004939984708983943,0.4406390402547127,0,0,9cdd8bfe6b832797cd6ca5d840ffebed8bbd12c09f17e79455b0140be0f14375
